IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,627.7,,,452.4,,755.4,630 [450-760],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ALB,Albania,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,632.6,,,445.6,,956.9,630 [450-960],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,TCD,Chad,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,643.8,,,327.8,,1065,640 [330-1070],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,637.5,,,331,,931.2,640 [330-930],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,GIN,Guinea,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,643.2,,,350.6,,1054,640 [350-1050],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,644.3,,,393.2,,916.3,640 [390-920],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,638.5,,,474.8,,816.5,640 [470-820],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,640.7,,,488.6,,734.8,640 [490-730],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,635.3,,,490,,749.8,640 [490-750],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,640.2,,,581.8,,904,640 [580-900],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,MLI,Mali,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,648.7,,,334.3,,1092,650 [330-1090],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,648,,,334,,1118,650 [330-1120],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,COG,Congo,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,645.7,,,335.7,,1024,650 [340-1020],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,GMB,Gambia,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,648.1,,,346,,1079,650 [350-1080],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,648.1,,,442,,917.4,650 [440-920],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,654.3,,,567.8,,828.4,650 [570-830],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,662.9,,,344.5,,1147,660 [340-1150],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,659.3,,,344.9,,1203,660 [340-1200],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,NAM,Namibia,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,659.1,,,383.7,,1091,660 [380-1090],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,673.6,,,370,,1181,670 [370-1180],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,683.9,,,418.3,,1060,680 [420-1060],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,679.7,,,447.7,,911.9,680 [450-910],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,AGO,Angola,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,693.5,,,364.8,,1122,690 [360-1120],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,687.6,,,395.2,,1101,690 [400-1100],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,687.7,,,428.5,,1042,690 [430-1040],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,690.5,,,461.7,,1015,690 [460-1020],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,699.6,,,356.2,,1068,700 [360-1070],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,700,,,400.6,,1096,700 [400-1100],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,696.8,,,467.6,,1051,700 [470-1050],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,697.4,,,530.5,,959,700 [530-960],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,707.1,,,332.2,,1233,710 [330-1230],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,709.9,,,372.2,,1107,710 [370-1110],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,TGO,Togo,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,712.8,,,383.9,,1179,710 [380-1180],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,MWI,Malawi,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,710.1,,,406.6,,1252,710 [410-1250],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,GUY,Guyana,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,705.1,,,497.7,,974.1,710 [500-970],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,715.7,,,396.1,,1228,720 [400-1230],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,729.1,,,440,,1168,730 [440-1170],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,763.7,,,557.8,,1127,760 [560-1130],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,778.7,,,419.8,,1355,780 [420-1360],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,792.7,,,447.3,,1449,790 [450-1450],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,800.1,,,475.8,,1162,800 [480-1160],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,805.6,,,580.8,,885.2,810 [580-890],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,824.6,,,387.4,,1582,820 [390-1580],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AMR,Americas,Country,HTI,Haiti,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,871.9,,,476,,1537,870 [480-1540],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,871.8,,,528.6,,1979,870 [530-1980],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,887,,,706.6,,1698,890 [710-1700],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,903.7,,,504.1,,1439,900 [500-1440],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,919.3,,,487.2,,1603,920 [490-1600],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,942.6,,,584.7,,1295,940 [580-1290],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,958.7,,,485.3,,1608,960 [490-1610],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,956.1,,,592.4,,1511,960 [590-1510],,"For this geography and year, some non-communicable disease deaths may be included in a separate category called ""other pandemic-related mortality"" due to lack of vital registration data. Estimates of this indicator for 2020 and 2021 may be underestimated, and should be interpreted with caution.",EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,971.7,,,530.1,,1287,970 [530-1290],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2020,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,987.5,,,680.3,,1737,990 [680-1740],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1032,,,546,,1532,1030 [550-1530],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1027,,,598.8,,1939,1030 [600-1940],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,219.3,,,191.9,,323.4,220 [190-320],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,228.6,,,144.2,,343.4,230 [140-340],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,229.3,,,186.2,,288.6,230 [190-290],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,269.6,,,198,,358,270 [200-360],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,281.8,,,208.2,,345.3,280 [210-350],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,277.8,,,206.8,,360.2,280 [210-360],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,284.8,,,209.3,,372.9,280 [210-370],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,284.5,,,213.3,,371.6,280 [210-370],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,288,,,217.9,,374.4,290 [220-370],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,288.6,,,224.4,,367.6,290 [220-370],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,ITA,Italy,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,287.2,,,226.5,,350.9,290 [230-350],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,SWE,Sweden,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,291,,,227.4,,369.1,290 [230-370],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,NOR,Norway,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,289,,,235.2,,353.4,290 [240-350],,,EN,2025-03-18T22:00:00.000Z
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,301.7,,,232.3,,387.6,300 [230-390],,,EN,2025-03-18T22:00:00.000Z
